object	timestamp	instances	dimension0	dimension1	dimension2	dimension3	dimension4	pr
hoR	42	hoR0	4407	6859	440	3525	4385	0.0377358490566038
hoR	42	hoR1	4246	6875	725	3277	4589	0.150943396226415
hoR	42	hoR2	4408	6929	560	3427	4500	0.132075471698113
hoR	42	hoR3	4313	6924	559	3488	4253	0.0377358490566038
hoR	42	hoR4	4460	6797	750	3249	4382	0.113207547169811
hoR	42	hoR5	4240	6676	636	3494	4473	0.169811320754717
hoR	42	hoR6	4266	6679	533	3284	4536	0.0566037735849057
hoR	42	hoR7	4368	6787	703	3524	4377	0.132075471698113
hoR	42	hoR8	4343	6911	591	3281	4244	0.0566037735849057
hoR	42	hoR9	4553	6870	445	3401	4378	0.113207547169811
jdN	43	jdN0	5662	2292	4100	1464	5522	0.15
jdN	43	jdN1	5791	2316	4086	1547	5417	0.15
jdN	43	jdN2	5709	2136	4111	1313	5527	0.133333333333333
jdN	43	jdN3	5901	2243	4064	1601	5475	0.15
jdN	43	jdN4	5865	2265	4275	1395	5577	0.0833333333333333
jdN	43	jdN5	5747	2110	4358	1622	5507	0.05
jdN	43	jdN6	5803	2164	4272	1390	5467	0.133333333333333
jdN	43	jdN7	5791	2239	4082	1569	5648	0.0333333333333333
jdN	43	jdN8	5611	2352	4079	1572	5406	0.0166666666666667
jdN	43	jdN9	5577	2287	4092	1502	5575	0.1
NPk	44	NPk0	3215	576	4688	5690	5338	0.142857142857143
NPk	44	NPk1	2993	777	4713	5898	5374	0.0952380952380952
NPk	44	NPk2	3128	724	4545	5700	5432	0.0317460317460317
NPk	44	NPk3	2987	574	4730	5868	5427	0.126984126984127
NPk	44	NPk4	3161	628	4774	5670	5618	0.142857142857143
NPk	44	NPk5	3058	506	4778	5864	5433	0.142857142857143
NPk	44	NPk6	2951	566	4806	5721	5591	0.0793650793650794
NPk	44	NPk7	3004	690	4538	5832	5559	0.142857142857143
NPk	44	NPk8	3275	452	4615	5828	5431	0.0317460317460317
NPk	44	NPk9	2967	554	4754	5879	5376	0.0634920634920635
CVy	45	CVy0	1176	1303	6467	5519	3047	0.0408163265306122
CVy	45	CVy1	1249	1364	6443	5567	2976	0.0612244897959184
CVy	45	CVy2	1399	1160	6532	5521	2876	0.122448979591837
CVy	45	CVy3	1226	1373	6505	5637	2750	0.0816326530612245
CVy	45	CVy4	1315	1353	6482	5785	3002	0.0612244897959184
CVy	45	CVy5	1382	1429	6415	5819	2854	0.142857142857143
CVy	45	CVy6	1180	1201	6541	5613	2900	0.183673469387755
CVy	45	CVy7	1390	1420	6496	5852	2738	0.0408163265306122
CVy	45	CVy8	1311	1163	6521	5718	2873	0.183673469387755
CVy	45	CVy9	1375	1324	6413	5648	2739	0.0816326530612245
coe	46	coe0	4115	4804	3426	1303	3330	0.177777777777778
coe	46	coe1	4068	4800	3381	1414	3344	0.133333333333333
coe	46	coe2	3906	4706	3564	1416	3512	0.0222222222222222
coe	46	coe3	4179	4752	3532	1440	3400	0.111111111111111
coe	46	coe4	4200	4853	3432	1224	3507	0.0444444444444444
coe	46	coe5	4040	4646	3582	1403	3241	0.0444444444444444
coe	46	coe6	4147	4690	3448	1387	3481	0.133333333333333
coe	46	coe7	4054	4711	3466	1263	3280	0.111111111111111
coe	46	coe8	3964	4781	3462	1219	3264	0.0666666666666667
coe	46	coe9	4190	4945	3589	1344	3536	0.155555555555556
HHj	47	HHj0	3619	5880	6585	6606	420	0.0909090909090909
HHj	47	HHj1	3597	5831	6691	6549	220	0.163636363636364
HHj	47	HHj2	3828	5857	6706	6575	477	0.0545454545454545
HHj	47	HHj3	3827	5904	6755	6734	223	0.0181818181818182
HHj	47	HHj4	3778	5753	6651	6774	362	0.109090909090909
HHj	47	HHj5	3766	5818	6595	6743	411	0.145454545454545
HHj	47	HHj6	3606	6004	6910	6759	275	0.0727272727272727
HHj	47	HHj7	3626	5711	6878	6528	354	0.145454545454545
HHj	47	HHj8	3563	5895	6643	6853	451	0.0727272727272727
HHj	47	HHj9	3624	5690	6813	6722	479	0.127272727272727
uQT	48	uQT0	5951	6531	3655	5054	6008	0.06
uQT	48	uQT1	6111	6298	3738	4974	6300	0.02
uQT	48	uQT2	5838	6491	3633	5049	6241	0.06
uQT	48	uQT3	6027	6586	3589	4911	6096	0.08
uQT	48	uQT4	5830	6600	3657	4926	5977	0.14
uQT	48	uQT5	5995	6530	3706	5148	5993	0.18
uQT	48	uQT6	6049	6532	3501	5155	5976	0.16
uQT	48	uQT7	5784	6312	3666	4955	6269	0.08
uQT	48	uQT8	5828	6290	3402	5002	6145	0.14
uQT	48	uQT9	5873	6308	3683	5196	6200	0.08
wUU	49	wUU0	1185	3141	2470	5795	3305	0.175
wUU	49	wUU1	995	2966	2749	5816	3444	0.15
wUU	49	wUU2	1182	3113	2747	6020	3261	0.025
wUU	49	wUU3	982	3079	2550	6020	3259	0.15
wUU	49	wUU4	1093	2940	2616	5787	3494	0.125
wUU	49	wUU5	1157	3266	2732	5968	3303	0.125
wUU	49	wUU6	957	3263	2513	5807	3291	0.075
wUU	49	wUU7	953	3199	2444	5737	3276	0.075
wUU	49	wUU8	1137	3142	2648	6013	3487	0.05
wUU	49	wUU9	1255	3023	2512	5707	3242	0.05
kCV	50	kCV0	3797	5215	1749	4197	5158	0.027027027027027
kCV	50	kCV1	3961	5383	1756	4337	5063	0.189189189189189
kCV	50	kCV2	4077	5215	1867	4409	5140	0.027027027027027
kCV	50	kCV3	3963	5093	1817	4299	4997	0.216216216216216
kCV	50	kCV4	3957	5096	1939	4309	5072	0.135135135135135
kCV	50	kCV5	4106	5221	1785	4300	5010	0.162162162162162
kCV	50	kCV6	3779	5323	1857	4299	5233	0.0810810810810811
kCV	50	kCV7	4018	5211	1906	4331	4959	0.0540540540540541
kCV	50	kCV8	3832	5198	1759	4239	5114	0.0540540540540541
kCV	50	kCV9	3854	5272	1746	4260	5090	0.0540540540540541
bMj	51	bMj0	3341	1202	4916	1200	5898	0.0425531914893617
bMj	51	bMj1	3385	1208	5066	1064	6103	0.0212765957446809
bMj	51	bMj2	3438	1283	4855	889	6118	0.106382978723404
bMj	51	bMj3	3615	1417	5179	1009	5895	0.148936170212766
bMj	51	bMj4	3669	1213	5043	910	6062	0.148936170212766
bMj	51	bMj5	3357	1405	5014	912	6087	0.170212765957447
bMj	51	bMj6	3497	1316	4977	1049	5921	0.0425531914893617
bMj	51	bMj7	3474	1249	4948	1012	5829	0.0851063829787234
bMj	51	bMj8	3341	1267	5176	1182	5924	0.170212765957447
bMj	51	bMj9	3481	1167	4974	1183	5948	0.0638297872340425
mKT	52	mKT0	3113	5624	6741	4173	4115	0.173076923076923
mKT	52	mKT1	3023	5660	6660	4217	4271	0.153846153846154
mKT	52	mKT2	3049	5448	6703	4187	4248	0.115384615384615
mKT	52	mKT3	2975	5548	6625	4165	4239	0.0384615384615385
mKT	52	mKT4	3119	5740	6630	4035	4077	0.0192307692307692
mKT	52	mKT5	3174	5572	6850	4074	4182	0.0576923076923077
mKT	52	mKT6	3127	5600	6748	4232	4145	0.0769230769230769
mKT	52	mKT7	3257	5537	6777	4008	4219	0.134615384615385
mKT	52	mKT8	3018	5659	6868	4130	4295	0.115384615384615
mKT	52	mKT9	3005	5468	6932	4301	4207	0.115384615384615
HjU	53	HjU0	698	6420	3847	3995	2479	0.0188679245283019
HjU	53	HjU1	579	6443	3598	3879	2623	0.132075471698113
HjU	53	HjU2	779	6338	3717	3928	2750	0.0754716981132075
HjU	53	HjU3	569	6422	3609	3814	2711	0.0377358490566038
HjU	53	HjU4	686	6313	3604	3670	2680	0.0943396226415094
HjU	53	HjU5	683	6258	3846	3822	2599	0.0943396226415094
HjU	53	HjU6	760	6355	3769	3878	2573	0.169811320754717
HjU	53	HjU7	684	6249	3844	3761	2704	0.150943396226415
HjU	53	HjU8	508	6345	3849	3909	2678	0.150943396226415
HjU	53	HjU9	770	6304	3616	3662	2476	0.0754716981132075
JsE	54	JsE0	4692	1373	952	5177	3010	0.142857142857143
JsE	54	JsE1	4829	1394	1188	5024	2892	0.0204081632653061
JsE	54	JsE2	4885	1082	1016	5163	2896	0.163265306122449
JsE	54	JsE3	4685	1403	1110	5162	3061	0.142857142857143
JsE	54	JsE4	4704	1333	1138	5059	3037	0.0612244897959184
JsE	54	JsE5	4900	1376	935	5100	2769	0.102040816326531
JsE	54	JsE6	4770	1316	1181	5141	3019	0.163265306122449
JsE	54	JsE7	4672	1076	927	5040	2805	0.0408163265306122
JsE	54	JsE8	4891	1146	1075	5024	2926	0.122448979591837
JsE	54	JsE9	4760	1252	1066	4968	3092	0.0408163265306122
mcV	55	mcV0	5914	886	1754	4604	6764	0.0185185185185185
mcV	55	mcV1	5859	836	1536	4649	6891	0.0925925925925926
mcV	55	mcV2	5967	925	1588	4851	6766	0.037037037037037
mcV	55	mcV3	5954	1136	1555	4850	6751	0.12962962962963
mcV	55	mcV4	5929	819	1554	4563	6741	0.166666666666667
mcV	55	mcV5	5972	814	1778	4595	6714	0.148148148148148
mcV	55	mcV6	5977	891	1747	4697	6905	0.148148148148148
mcV	55	mcV7	6103	1111	1562	4808	6857	0.148148148148148
mcV	55	mcV8	5859	903	1736	4792	6783	0.0555555555555556
mcV	55	mcV9	6028	945	1758	4763	6561	0.0555555555555556
wrO	56	wrO0	4301	667	3570	6058	6325	0.125
wrO	56	wrO1	4179	851	3429	6073	6462	0.0357142857142857
wrO	56	wrO2	4000	851	3402	5976	6365	0.160714285714286
wrO	56	wrO3	4172	707	3688	6144	6554	0.125
wrO	56	wrO4	4293	792	3395	6105	6496	0.125
wrO	56	wrO5	4295	823	3436	6207	6357	0.0535714285714286
wrO	56	wrO6	4190	872	3529	6217	6579	0.160714285714286
wrO	56	wrO7	4202	627	3473	5962	6502	0.0357142857142857
wrO	56	wrO8	4281	839	3499	5988	6535	0.0178571428571429
wrO	56	wrO9	4101	816	3671	6184	6436	0.160714285714286
DFp	57	DFp0	6220	248	2863	1781	2909	0.0256410256410256
DFp	57	DFp1	6329	506	2923	1813	3187	0.0512820512820513
DFp	57	DFp2	6101	182	3132	1657	3039	0.0769230769230769
DFp	57	DFp3	6046	332	2878	1639	3157	0.0256410256410256
DFp	57	DFp4	6255	284	2899	1670	3207	0.230769230769231
DFp	57	DFp5	6330	220	3004	1542	2992	0.0512820512820513
DFp	57	DFp6	6241	483	3017	1683	2947	0.179487179487179
DFp	57	DFp7	6074	488	2922	1741	2949	0.179487179487179
DFp	57	DFp8	6058	442	2950	1548	3090	0.0769230769230769
DFp	57	DFp9	6077	430	2898	1803	2949	0.102564102564103
XqC	58	XqC0	1888	2491	2825	3172	1228	0.127272727272727
XqC	58	XqC1	2023	2746	3100	3035	1467	0.0545454545454545
XqC	58	XqC2	2054	2483	3088	3236	1481	0.163636363636364
XqC	58	XqC3	2098	2718	3076	3054	1450	0.127272727272727
XqC	58	XqC4	2114	2504	2849	3169	1338	0.145454545454545
XqC	58	XqC5	1942	2685	2965	3300	1478	0.0363636363636364
XqC	58	XqC6	1875	2691	2885	3009	1364	0.127272727272727
XqC	58	XqC7	1793	2537	2873	3304	1424	0.0727272727272727
XqC	58	XqC8	2060	2552	3056	3296	1533	0.0545454545454545
XqC	58	XqC9	1791	2737	3007	3120	1386	0.0909090909090909
WbK	59	WbK0	3743	401	6077	5476	1728	0.0465116279069767
WbK	59	WbK1	3794	401	6030	5258	1734	0.0232558139534884
WbK	59	WbK2	3601	395	5910	5199	1662	0.0232558139534884
WbK	59	WbK3	3609	456	6070	5371	1846	0.13953488372093
WbK	59	WbK4	3613	207	6136	5209	1641	0.0465116279069767
WbK	59	WbK5	3718	335	6007	5318	1675	0.13953488372093
WbK	59	WbK6	3802	249	5913	5304	1754	0.209302325581395
WbK	59	WbK7	3807	484	6092	5391	1801	0.0930232558139535
WbK	59	WbK8	3680	413	6126	5166	1794	0.209302325581395
WbK	59	WbK9	3488	488	5975	5381	1860	0.0697674418604651
oXP	60	oXP0	4079	1721	3070	5012	3550	0.137931034482759
oXP	60	oXP1	4040	1796	3137	4952	3395	0.120689655172414
oXP	60	oXP2	4027	1827	3065	4959	3438	0.137931034482759
oXP	60	oXP3	4166	1695	3334	4771	3463	0.0862068965517241
oXP	60	oXP4	4250	1568	3160	4701	3547	0.103448275862069
oXP	60	oXP5	4023	1662	3245	4987	3400	0.137931034482759
oXP	60	oXP6	4123	1732	3076	4975	3341	0.0862068965517241
oXP	60	oXP7	4066	1745	3217	4845	3475	0.0344827586206897
oXP	60	oXP8	3953	1673	3060	4709	3386	0.0172413793103448
oXP	60	oXP9	4275	1668	3182	4860	3345	0.137931034482759
ESM	61	ESM0	6075	4434	5283	2134	3621	0.162162162162162
ESM	61	ESM1	6214	4240	4963	2096	3640	0.0810810810810811
ESM	61	ESM2	6325	4368	5284	2029	3618	0.0540540540540541
ESM	61	ESM3	6125	4144	5079	1992	3478	0.027027027027027
ESM	61	ESM4	6015	4140	5138	2143	3697	0.027027027027027
ESM	61	ESM5	6282	4387	5286	2248	3465	0.162162162162162
ESM	61	ESM6	6277	4159	4990	2305	3516	0.216216216216216
ESM	61	ESM7	6109	4135	5265	2203	3596	0.0540540540540541
ESM	61	ESM8	6079	4157	5250	2138	3475	0.135135135135135
ESM	61	ESM9	6303	4402	4957	2289	3762	0.0810810810810811
nMk	62	nMk0	5968	4789	4483	519	5804	0.108695652173913
nMk	62	nMk1	6209	5008	4495	293	5726	0.0217391304347826
nMk	62	nMk2	6203	5029	4684	289	5895	0.0869565217391304
nMk	62	nMk3	6001	4903	4568	263	5776	0.108695652173913
nMk	62	nMk4	5949	5018	4619	358	5912	0.130434782608696
nMk	62	nMk5	6136	4980	4717	498	5824	0.173913043478261
nMk	62	nMk6	6027	4780	4697	323	5829	0.152173913043478
nMk	62	nMk7	6141	4899	4571	328	5670	0.108695652173913
nMk	62	nMk8	6097	4990	4514	332	5855	0.0652173913043478
nMk	62	nMk9	6188	5043	4526	437	5903	0.0434782608695652
SMh	63	SMh0	5787	5581	291	4256	3694	0.09375
SMh	63	SMh1	5712	5438	463	4303	3603	0.0625
SMh	63	SMh2	5757	5573	413	4295	3696	0.09375
SMh	63	SMh3	5520	5359	463	4243	3587	0.140625
SMh	63	SMh4	5494	5350	475	4355	3547	0.140625
SMh	63	SMh5	5756	5534	346	4435	3521	0.109375
SMh	63	SMh6	5747	5585	383	4456	3570	0.046875
SMh	63	SMh7	5766	5384	609	4423	3678	0.140625
SMh	63	SMh8	5492	5594	335	4271	3395	0.09375
SMh	63	SMh9	5753	5572	465	4399	3494	0.078125
eOq	64	eOq0	5429	367	3716	3847	5815	0.0833333333333333
eOq	64	eOq1	5244	130	3632	3662	5860	0.145833333333333
eOq	64	eOq2	5293	64	3686	3754	5841	0.0625
eOq	64	eOq3	5372	260	3645	3668	5844	0.104166666666667
eOq	64	eOq4	5357	264	3905	3626	5940	0.166666666666667
eOq	64	eOq5	5374	354	3675	3628	5870	0.1875
eOq	64	eOq6	5097	168	3724	3815	5924	0.0208333333333333
eOq	64	eOq7	5232	153	3786	3717	5883	0.0625
eOq	64	eOq8	5136	301	3636	3910	5752	0.145833333333333
eOq	64	eOq9	5423	338	3881	3669	5747	0.0208333333333333
JwP	65	JwP0	3341	1840	4897	3672	5542	0.0263157894736842
JwP	65	JwP1	3440	1677	5051	3739	5631	0.105263157894737
JwP	65	JwP2	3599	2006	4896	3749	5638	0.0263157894736842
JwP	65	JwP3	3457	1695	4877	3523	5518	0.0526315789473684
JwP	65	JwP4	3442	1775	4910	3598	5595	0.0263157894736842
JwP	65	JwP5	3325	1685	5144	3562	5467	0.157894736842105
JwP	65	JwP6	3659	1738	4964	3769	5380	0.157894736842105
JwP	65	JwP7	3560	1676	4941	3647	5556	0.0263157894736842
JwP	65	JwP8	3331	1941	4928	3510	5385	0.236842105263158
JwP	65	JwP9	3525	1821	4913	3767	5412	0.184210526315789
UKY	66	UKY0	6430	3906	4857	1170	4808	0.104166666666667
UKY	66	UKY1	6539	3975	4601	1340	4703	0.145833333333333
UKY	66	UKY2	6422	3978	4875	1317	4640	0.0833333333333333
UKY	66	UKY3	6360	4058	4819	1151	4795	0.125
UKY	66	UKY4	6507	3897	4697	1148	4952	0.166666666666667
UKY	66	UKY5	6493	4066	4771	1289	4709	0.125
UKY	66	UKY6	6567	4101	4665	1177	4860	0.0625
UKY	66	UKY7	6674	3973	4816	1339	4737	0.0625
UKY	66	UKY8	6657	3995	4707	1153	4835	0.0416666666666667
UKY	66	UKY9	6375	3910	4682	1057	4742	0.0833333333333333
JqP	67	JqP0	4007	2400	1593	3256	1165	0.0344827586206897
JqP	67	JqP1	4179	2525	1890	2969	1415	0.155172413793103
JqP	67	JqP2	4268	2245	1735	3140	1298	0.155172413793103
JqP	67	JqP3	4000	2509	1794	3202	1237	0.0862068965517241
JqP	67	JqP4	4233	2222	1601	3056	1436	0.0862068965517241
JqP	67	JqP5	4170	2560	1669	3236	1429	0.0172413793103448
JqP	67	JqP6	4070	2519	1899	3034	1153	0.120689655172414
JqP	67	JqP7	4261	2265	1927	3053	1162	0.155172413793103
JqP	67	JqP8	4085	2235	1907	3218	1371	0.0689655172413793
JqP	67	JqP9	3977	2331	1732	3289	1350	0.120689655172414
omd	68	omd0	3342	6924	1441	1800	3420	0.1
omd	68	omd1	3456	6837	1174	1792	3416	0.025
omd	68	omd2	3414	6677	1337	1789	3266	0.125
omd	68	omd3	3148	6789	1249	1922	3470	0.2
omd	68	omd4	3456	6720	1270	2018	3470	0.025
omd	68	omd5	3281	6838	1472	1927	3285	0.125
omd	68	omd6	3360	6889	1172	2004	3313	0.15
omd	68	omd7	3353	6912	1271	1999	3296	0.15
omd	68	omd8	3384	6595	1188	1729	3271	0.05
omd	68	omd9	3213	6616	1248	1997	3257	0.05
vjX	69	vjX0	6675	6337	1211	4095	227	0.133333333333333
vjX	69	vjX1	6498	6611	1225	4035	348	0.0666666666666667
vjX	69	vjX2	6669	6415	1283	3970	271	0.133333333333333
vjX	69	vjX3	6595	6627	1277	4178	209	0.177777777777778
vjX	69	vjX4	6512	6304	1160	4236	327	0.133333333333333
vjX	69	vjX5	6499	6624	1369	3977	140	0.0444444444444444
vjX	69	vjX6	6567	6313	1305	4067	200	0.0444444444444444
vjX	69	vjX7	6492	6538	1255	3975	220	0.155555555555556
vjX	69	vjX8	6707	6637	1281	3993	89	0.0888888888888889
vjX	69	vjX9	6780	6574	1406	4245	340	0.0222222222222222
Bcd	70	Bcd0	3692	3531	5984	1019	4340	0.195652173913043
Bcd	70	Bcd1	3765	3350	5985	1235	4530	0.108695652173913
Bcd	70	Bcd2	3809	3400	5831	1192	4369	0.0217391304347826
Bcd	70	Bcd3	3568	3553	5936	981	4407	0.0869565217391304
Bcd	70	Bcd4	3797	3651	5857	1132	4503	0.130434782608696
Bcd	70	Bcd5	3615	3451	6033	1030	4467	0.0869565217391304
Bcd	70	Bcd6	3701	3307	6001	930	4372	0.0434782608695652
Bcd	70	Bcd7	3551	3450	5830	1025	4446	0.0652173913043478
Bcd	70	Bcd8	3785	3629	5792	1141	4551	0.0652173913043478
Bcd	70	Bcd9	3547	3635	5900	1223	4569	0.195652173913043
rAf	71	rAf0	1203	5950	4194	414	4274	0.145454545454545
rAf	71	rAf1	1358	6000	4329	570	4320	0.0909090909090909
rAf	71	rAf2	1341	5811	4022	663	4200	0.0727272727272727
rAf	71	rAf3	1405	5869	4149	700	4103	0.163636363636364
rAf	71	rAf4	1410	5941	4181	539	4179	0.127272727272727
rAf	71	rAf5	1211	5831	4256	601	4191	0.145454545454545
rAf	71	rAf6	1477	5861	4317	655	4285	0.0545454545454545
rAf	71	rAf7	1180	5787	4335	669	4061	0.0727272727272727
rAf	71	rAf8	1475	5902	4309	734	4068	0.0363636363636364
rAf	71	rAf9	1334	5782	4209	607	4254	0.0909090909090909
hXk	72	hXk0	6774	360	3403	1957	6756	0.181818181818182
hXk	72	hXk1	6732	250	3501	1924	6589	0.0909090909090909
hXk	72	hXk2	6948	521	3492	1776	6814	0.0681818181818182
hXk	72	hXk3	6915	375	3476	1794	6820	0.0227272727272727
hXk	72	hXk4	6741	494	3267	1879	6571	0.136363636363636
hXk	72	hXk5	6603	464	3308	2059	6506	0.136363636363636
hXk	72	hXk6	6656	223	3201	1960	6551	0.0454545454545455
hXk	72	hXk7	6705	229	3499	2095	6636	0.0454545454545455
hXk	72	hXk8	6864	399	3466	2047	6703	0.0681818181818182
hXk	72	hXk9	6856	322	3239	1896	6530	0.204545454545455
bMS	73	bMS0	728	6696	6014	1957	6476	0.103448275862069
bMS	73	bMS1	575	6701	5816	1795	6493	0.120689655172414
bMS	73	bMS2	683	6641	6013	1988	6497	0.0517241379310345
bMS	73	bMS3	693	6725	6040	1899	6223	0.0517241379310345
bMS	73	bMS4	680	6425	6091	1835	6311	0.0689655172413793
bMS	73	bMS5	776	6736	5993	1770	6483	0.120689655172414
bMS	73	bMS6	737	6699	5826	1735	6505	0.103448275862069
bMS	73	bMS7	602	6719	5945	1884	6289	0.137931034482759
bMS	73	bMS8	770	6626	6105	1822	6544	0.155172413793103
bMS	73	bMS9	528	6417	6111	1736	6565	0.0862068965517241
HPL	74	HPL0	1428	4154	4348	2768	694	0.135135135135135
HPL	74	HPL1	1336	4233	4239	2881	725	0.135135135135135
HPL	74	HPL2	1315	4189	4194	2869	639	0.027027027027027
HPL	74	HPL3	1442	4069	4389	3039	783	0.0540540540540541
HPL	74	HPL4	1338	4023	4438	3046	745	0.135135135135135
HPL	74	HPL5	1235	4088	4480	2840	626	0.027027027027027
HPL	74	HPL6	1345	4091	4388	3025	752	0.0540540540540541
HPL	74	HPL7	1376	4171	4240	3016	857	0.0810810810810811
HPL	74	HPL8	1468	4057	4388	2955	640	0.189189189189189
HPL	74	HPL9	1349	3988	4503	2908	878	0.162162162162162
sxp	75	sxp0	1556	5802	207	2214	5272	0.109375
sxp	75	sxp1	1258	5812	363	1974	5145	0.0625
sxp	75	sxp2	1338	6127	312	2062	5052	0.125
sxp	75	sxp3	1394	5937	380	2233	4961	0.109375
sxp	75	sxp4	1334	6027	500	2169	5072	0.078125
sxp	75	sxp5	1596	6082	291	2085	5090	0.0625
sxp	75	sxp6	1403	5915	452	1988	5159	0.140625
sxp	75	sxp7	1594	6063	196	2208	5195	0.140625
sxp	75	sxp8	1509	6091	378	1944	5031	0.140625
sxp	75	sxp9	1424	5986	327	2134	5207	0.03125
pOE	76	pOE0	1117	6231	975	1459	5606	0.116279069767442
pOE	76	pOE1	1112	6144	882	1493	5705	0.0465116279069767
pOE	76	pOE2	1308	6160	989	1444	5795	0.0232558139534884
pOE	76	pOE3	1215	6059	945	1395	5777	0.0930232558139535
pOE	76	pOE4	1140	6323	1000	1395	5843	0.116279069767442
pOE	76	pOE5	1180	6019	1138	1486	5863	0.209302325581395
pOE	76	pOE6	1118	6129	987	1415	5637	0.0465116279069767
pOE	76	pOE7	1036	6175	1048	1507	5853	0.162790697674419
pOE	76	pOE8	1046	6061	941	1499	5752	0.0232558139534884
pOE	76	pOE9	1183	6301	1209	1300	5586	0.162790697674419
Aid	77	Aid0	1326	3588	781	5040	2859	0.0740740740740741
Aid	77	Aid1	1298	3627	802	5102	2959	0.0740740740740741
Aid	77	Aid2	1227	3776	580	5090	2867	0.0555555555555556
Aid	77	Aid3	1428	3773	838	5224	2702	0.12962962962963
Aid	77	Aid4	1401	3839	817	5154	2698	0.148148148148148
Aid	77	Aid5	1318	3724	887	5032	2879	0.12962962962963
Aid	77	Aid6	1133	3693	599	5123	2858	0.0555555555555556
Aid	77	Aid7	1104	3675	676	5242	2950	0.111111111111111
Aid	77	Aid8	1159	3805	816	5207	2802	0.0555555555555556
Aid	77	Aid9	1106	3625	603	5116	2966	0.166666666666667
ZnL	78	ZnL0	5690	6408	3961	3320	6069	0.111111111111111
ZnL	78	ZnL1	5470	6251	3887	3334	5798	0.177777777777778
ZnL	78	ZnL2	5519	6348	3985	3146	5862	0.0888888888888889
ZnL	78	ZnL3	5535	6334	3919	3214	5749	0.2
ZnL	78	ZnL4	5759	6424	3995	3072	6050	0.0444444444444444
ZnL	78	ZnL5	5765	6510	3981	3331	5730	0.0222222222222222
ZnL	78	ZnL6	5656	6369	4115	3109	6053	0.0222222222222222
ZnL	78	ZnL7	5601	6264	4154	3103	5916	0.0666666666666667
ZnL	78	ZnL8	5612	6442	4023	3280	5735	0.0888888888888889
ZnL	78	ZnL9	5682	6432	4180	3360	5950	0.177777777777778
YkB	79	YkB0	4407	4684	4150	1136	2794	0.027027027027027
YkB	79	YkB1	4633	4730	4021	1385	2833	0.027027027027027
YkB	79	YkB2	4515	4746	4299	1291	2876	0.0540540540540541
YkB	79	YkB3	4595	4961	4139	1275	2870	0.0540540540540541
YkB	79	YkB4	4721	4762	4323	1476	2828	0.243243243243243
YkB	79	YkB5	4541	4917	4133	1361	2817	0.0540540540540541
YkB	79	YkB6	4519	4673	4153	1330	3128	0.0540540540540541
YkB	79	YkB7	4614	4675	4238	1144	3052	0.189189189189189
YkB	79	YkB8	4703	5001	4132	1166	3008	0.0810810810810811
YkB	79	YkB9	4722	4765	4083	1141	2912	0.216216216216216
rPL	80	rPL0	5521	2137	5141	2272	3440	0.0847457627118644
rPL	80	rPL1	5426	2288	5399	2433	3335	0.11864406779661
rPL	80	rPL2	5364	1993	5252	2269	3316	0.0169491525423729
rPL	80	rPL3	5380	1970	5378	2312	3223	0.0847457627118644
rPL	80	rPL4	5374	2127	5284	2415	3351	0.152542372881356
rPL	80	rPL5	5576	1981	5274	2399	3313	0.101694915254237
rPL	80	rPL6	5407	2004	5429	2405	3338	0.152542372881356
rPL	80	rPL7	5583	2197	5403	2325	3410	0.11864406779661
rPL	80	rPL8	5494	2258	5181	2176	3454	0.0677966101694915
rPL	80	rPL9	5474	2126	5230	2180	3349	0.101694915254237
nZN	81	nZN0	365	642	1026	4581	470	0.0612244897959184
nZN	81	nZN1	361	576	1056	4637	179	0.0408163265306122
nZN	81	nZN2	509	560	1210	4623	267	0.183673469387755
nZN	81	nZN3	386	741	1280	4724	324	0.0612244897959184
nZN	81	nZN4	270	746	1097	4800	386	0.183673469387755
nZN	81	nZN5	290	496	1233	4728	173	0.163265306122449
nZN	81	nZN6	418	576	1256	4618	371	0.0612244897959184
nZN	81	nZN7	491	657	1049	4599	428	0.0816326530612245
nZN	81	nZN8	508	769	1164	4567	179	0.0408163265306122
nZN	81	nZN9	382	667	989	4752	150	0.122448979591837
KKY	82	KKY0	3382	3760	3635	2255	5118	0.163265306122449
KKY	82	KKY1	3421	3533	3524	2103	5093	0.122448979591837
KKY	82	KKY2	3259	3655	3449	2405	5049	0.0408163265306122
KKY	82	KKY3	3514	3587	3730	2288	5013	0.0612244897959184
KKY	82	KKY4	3212	3655	3535	2287	5043	0.122448979591837
KKY	82	KKY5	3372	3524	3545	2133	5080	0.142857142857143
KKY	82	KKY6	3405	3437	3529	2170	4899	0.0612244897959184
KKY	82	KKY7	3231	3631	3635	2275	4999	0.122448979591837
KKY	82	KKY8	3384	3542	3442	2226	4955	0.102040816326531
KKY	82	KKY9	3214	3514	3637	2372	4969	0.0612244897959184
Cgs	83	Cgs0	1450	1227	2356	5218	5152	0.112903225806452
Cgs	83	Cgs1	1260	1363	2267	5421	5195	0.145161290322581
Cgs	83	Cgs2	1460	1202	2291	5286	5377	0.0967741935483871
Cgs	83	Cgs3	1499	1448	2124	5318	5324	0.145161290322581
Cgs	83	Cgs4	1370	1283	2279	5366	5195	0.145161290322581
Cgs	83	Cgs5	1299	1324	2147	5361	5203	0.0645161290322581
Cgs	83	Cgs6	1330	1365	2231	5424	5218	0.0645161290322581
Cgs	83	Cgs7	1284	1187	2191	5370	5359	0.145161290322581
